"winner","avg_rating","rating_category","white_bishop_rem","white_knight_rem","white_pawn_rem","white_queen_rem","white_rook_rem","black_bishop_rem","black_knight_rem","black_pawn_rem","black_queen_rem","black_rook_rem"
"black",1291,"ClassD","0","0","4","0","2","1","0","3","0","1"
"white",1384,"ClassD","1","1","6","1","2","1","2","6","1","2"
"white",1178,"Novice","0","0","2","0","0","0","0","3","1","0"
"white",1300,"ClassD","1","0","5","1","0","0","0","7","1","0"
"black",1261.5,"ClassD","2","0","3","1","0","0","0","5","1","1"
"white",1229.5,"ClassD","1","1","7","1","2","1","2","7","1","2"
"white",1251.5,"ClassD","1","1","5","1","2","0","2","6","1","2"
"black",1284,"ClassD","0","0","5","1","2","0","0","5","1","1"
"white",1284,"ClassD","0","0","4","0","0","0","0","3","0","0"
"black",1263,"ClassD","1","2","6","1","2","1","1","5","1","2"
"white",1292.5,"ClassD","0","0","0","0","0","0","0","0","0","1"
"black",1341.5,"ClassD","1","0","0","0","1","0","0","0","0","0"
"black",1320.5,"ClassD","0","0","3","0","0","0","0","2","0","0"
"black",1244,"ClassD","1","1","5","1","0","0","1","3","0","1"
"black",1310.5,"ClassD","0","0","1","0","0","0","0","0","0","0"
"black",951.5,"Novice","2","1","7","1","2","2","2","6","1","2"
"black",1009,"Novice","1","2","5","1","1","0","0","1","0","0"
"white",1016,"Novice","0","1","2","0","0","0","1","6","1","2"
"black",1199,"Novice","0","2","6","0","0","0","0","6","0","0"
"draw",1026,"Novice","0","0","1","0","1","0","0","3","0","1"
"black",1026,"Novice","0","0","3","0","1","0","0","0","0","1"
"white",1183,"Novice","0","0","5","0","2","0","0","5","0","2"
"white",1183,"Novice","0","1","7","1","1","0","1","6","1","2"
"white",1164,"Novice","0","0","7","0","2","0","1","6","1","2"
"black",991,"Novice","0","0","3","0","1","1","0","3","0","0"
"white",989,"Novice","2","2","5","0","2","2","2","7","1","2"
"white",938,"Novice","0","0","4","1","1","0","0","3","1","1"
"white",1083,"Novice","2","1","7","1","2","2","2","7","1","2"
"black",1047.5,"Novice","1","0","7","1","2","0","1","5","1","1"
"black",995,"Novice","1","0","7","0","2","0","0","7","0","2"
"black",992.5,"Novice","2","2","8","1","2","2","2","8","1","2"
"black",976,"Novice","2","1","7","0","2","1","1","5","0","1"
"black",1126.5,"Novice","1","0","5","1","2","0","1","6","1","2"
"white",1178,"Novice","0","0","3","0","1","0","0","4","0","1"
"black",1242.5,"ClassD","1","2","7","1","2","1","1","7","0","2"
"black",1139.5,"Novice","0","0","5","1","0","0","1","4","0","1"
"black",1319,"ClassD","1","0","4","0","2","0","0","1","0","0"
"white",1377.5,"ClassD","1","1","6","1","2","2","1","5","1","2"
"black",1085.5,"Novice","0","0","5","1","1","0","0","4","0","1"
"black",824.5,"Rookie","2","0","7","1","2","1","1","7","0","2"
"black",1082.5,"Novice","0","1","7","1","2","2","0","7","0","2"
"white",1177.5,"Novice","0","0","6","0","2","0","1","5","1","2"
"white",1184.5,"Novice","0","0","5","1","1","0","0","4","1","1"
"black",1209.5,"ClassD","0","0","3","0","0","0","1","2","0","0"
"black",1245.5,"ClassD","1","0","5","0","0","1","0","2","0","0"
"black",1245.5,"ClassD","1","0","6","0","0","1","0","3","0","0"
"white",1011,"Novice","0","0","2","0","1","1","1","5","0","1"
"white",1262.5,"ClassD","1","2","6","1","1","1","2","7","1","2"
"black",1195,"Novice","2","2","6","1","2","2","2","7","1","2"
"black",1420.5,"ClassC","2","1","4","1","0","0","1","4","1","1"
"white",1328,"ClassD","1","0","1","1","1","1","0","2","1","1"
"black",1107,"Novice","0","2","4","0","1","1","0","4","0","0"
"black",1498,"ClassC","0","1","5","0","2","0","0","2","0","1"
"white",1434.5,"ClassC","0","1","3","1","0","0","1","3","1","2"
"black",1504.5,"ClassC","1","0","7","1","2","1","0","4","0","1"
"black",1532.5,"ClassC","0","1","6","0","1","0","0","3","0","1"
"white",1361,"ClassD","0","2","6","0","0","2","1","4","0","1"
"white",1320,"ClassD","1","0","5","0","1","2","0","7","1","2"
"black",1520,"ClassC","1","1","6","1","2","1","0","4","1","2"
"white",1549.5,"ClassC","0","0","0","0","1","0","0","4","0","1"
"white",1444.5,"ClassC","1","0","2","1","0","0","1","4","1","1"
"white",1511.5,"ClassC","0","0","1","0","0","0","1","4","0","0"
"black",1307.5,"ClassD","0","0","3","0","1","1","0","2","0","0"
"white",1195,"Novice","1","1","6","1","2","1","0","6","1","1"
"white",1249.5,"ClassD","1","1","7","1","1","1","1","7","1","1"
"black",1235.5,"ClassD","2","1","7","0","2","1","2","7","0","2"
"white",1291,"ClassD","1","2","5","1","1","1","1","7","1","2"
"black",1291,"ClassD","1","0","8","1","2","1","0","6","1","2"
"white",1291,"ClassD","2","0","8","1","2","2","1","8","1","2"
"black",956.5,"Novice","1","1","4","1","1","0","0","3","1","1"
"black",959.5,"Novice","1","1","6","0","1","1","0","5","0","1"
"white",959.5,"Novice","0","1","5","1","1","0","1","7","1","2"
"black",881,"Rookie","0","0","5","0","2","0","1","2","0","0"
"black",1077.5,"Novice","0","1","6","1","1","1","1","5","1","1"
"white",887.5,"Rookie","2","2","7","1","2","2","2","8","1","2"
"white",914.5,"Novice","0","0","1","0","0","0","0","6","0","1"
"black",972,"Novice","2","2","7","1","2","2","2","7","1","2"
"white",912,"Novice","1","0","6","0","1","2","2","5","1","2"
"white",991.5,"Novice","0","0","4","0","0","0","0","3","0","1"
"draw",1043,"Novice","2","2","8","1","2","2","2","8","1","2"
"white",900.5,"Novice","2","2","5","1","2","0","2","7","1","2"
"white",999.5,"Novice","0","0","2","0","0","1","1","5","0","0"
"black",1613.5,"ClassB","1","0","3","0","0","0","0","0","0","0"
"white",1658,"ClassB","1","0","5","1","1","1","1","6","1","0"
"white",1634,"ClassB","2","0","5","1","2","1","0","6","1","2"
"white",1555,"ClassC","1","1","6","1","2","1","2","6","1","2"
"black",1547.5,"ClassC","1","1","4","0","0","1","0","3","0","0"
"white",1587,"ClassC","0","0","3","0","0","1","0","3","0","0"
"draw",1578.5,"ClassC","0","0","0","0","0","0","0","0","0","0"
"white",1578.5,"ClassC","1","1","6","0","1","1","1","6","0","2"
"white",1612.5,"ClassB","1","1","6","1","2","2","1","5","1","2"
"white",661.5,"Rookie","1","0","3","0","1","1","1","5","1","2"
"black",1352.5,"ClassD","0","0","2","0","0","0","0","0","0","0"
"white",851.5,"Rookie","0","0","4","0","2","2","0","2","0","1"
"draw",851,"Rookie","1","1","6","1","1","1","1","6","1","1"
"white",716,"Rookie","1","1","6","1","1","1","0","4","1","2"
"black",704,"Rookie","1","2","7","1","2","1","2","6","0","1"
"white",704,"Rookie","0","1","8","1","2","2","1","7","1","2"
"white",811.5,"Rookie","1","1","4","1","1","0","1","7","1","2"
"white",764,"Rookie","0","0","0","0","0","0","1","1","0","1"
"black",807,"Rookie","1","1","5","1","0","1","0","4","1","1"
"black",807,"Rookie","0","0","1","0","0","0","0","1","0","0"
"black",689.5,"Rookie","1","0","5","1","2","0","1","6","1","2"
"white",677.5,"Rookie","2","2","6","1","2","2","1","7","1","2"
"white",757.5,"Rookie","0","0","5","0","1","1","0","5","1","2"
"white",1283.5,"ClassD","0","0","0","0","0","1","0","0","0","1"
"draw",1309.5,"ClassD","0","0","0","0","0","0","0","0","0","0"
"black",1311,"ClassD","1","1","6","1","2","2","1","4","1","0"
"white",1310.5,"ClassD","1","0","3","0","1","1","0","3","1","1"
"black",1275,"ClassD","2","1","7","1","2","1","2","7","0","2"
"black",1332,"ClassD","1","0","4","1","1","0","0","0","1","1"
"white",1313,"ClassD","1","0","4","0","1","2","0","5","1","2"
"white",1274,"ClassD","1","1","5","0","2","2","2","6","0","2"
"white",1304,"ClassD","1","0","6","1","1","0","1","5","1","2"
"white",1253.5,"ClassD","1","1","5","1","2","1","1","5","1","2"
"white",1332.5,"ClassD","0","1","5","1","2","0","2","6","1","1"
"white",1225.5,"ClassD","0","0","4","0","0","0","0","2","1","1"
"black",1239,"ClassD","1","0","5","1","2","1","0","3","1","1"
"black",1274,"ClassD","0","0","4","0","1","0","1","0","0","0"
"black",1246.5,"ClassD","0","0","4","0","1","0","1","6","0","1"
"white",1244,"ClassD","1","1","5","1","1","2","1","5","1","1"
"white",1344.5,"ClassD","0","0","1","0","0","0","0","5","0","0"
"white",1221.5,"ClassD","0","0","6","0","0","0","0","4","0","1"
"white",1385.5,"ClassD","1","1","4","0","1","0","1","7","1","0"
"black",1406.5,"ClassC","0","0","6","1","1","0","0","6","1","0"
"black",1114,"Novice","0","0","1","0","0","0","0","0","0","0"
"white",1153.5,"Novice","0","0","2","0","0","0","1","4","0","1"
"white",1282.5,"ClassD","0","0","5","0","0","0","0","3","0","1"
"white",1341,"ClassD","0","1","4","1","0","1","0","6","1","1"
"black",1273,"ClassD","0","1","4","0","2","1","0","4","0","1"
"black",1161,"Novice","0","1","8","1","2","0","1","6","0","2"
"white",1227.5,"ClassD","2","0","5","0","2","1","1","6","1","2"
"black",1250.5,"ClassD","0","0","3","0","1","0","0","0","0","0"
"black",1310,"ClassD","0","0","4","0","0","0","0","1","0","0"
"black",1307.5,"ClassD","0","1","7","0","1","0","0","6","0","0"
"white",1385,"ClassD","1","0","4","0","2","0","0","6","1","2"
"white",1395.5,"ClassD","0","0","0","0","0","2","0","4","0","1"
"black",1283,"ClassD","1","0","5","0","1","0","0","5","0","1"
"black",1231.5,"ClassD","0","0","2","0","0","0","0","0","0","0"
"draw",1175,"Novice","0","0","4","1","1","0","0","6","1","1"
"white",1032,"Novice","1","0","4","1","0","0","1","5","0","2"
"white",1325.5,"ClassD","1","2","7","0","2","2","1","8","1","2"
"black",1306,"ClassD","1","1","7","1","2","1","1","5","1","2"
"white",1330,"ClassD","0","1","6","1","1","1","0","7","0","1"
"black",1443.5,"ClassC","0","2","4","1","1","0","1","5","1","0"
"white",1370.5,"ClassD","0","0","0","0","1","1","0","3","0","1"
"white",1353,"ClassD","0","2","6","0","2","0","1","7","1","2"
"white",1169,"Novice","1","0","7","0","2","1","2","5","1","2"
"black",1082,"Novice","1","0","7","1","2","0","1","6","0","1"
"black",1239,"ClassD","0","0","3","1","1","0","0","5","1","1"
"black",1210.5,"ClassD","0","0","3","1","1","0","0","5","1","1"
"black",1236,"ClassD","2","2","7","1","2","2","1","7","1","2"
"black",1055.5,"Novice","0","2","4","0","2","0","1","5","0","1"
"black",1299,"ClassD","0","0","5","1","2","0","0","4","1","1"
"white",1451.5,"ClassC","0","0","4","0","1","1","1","4","0","1"
"white",1523.5,"ClassC","1","2","6","1","2","2","1","7","1","2"
"white",1524,"ClassC","0","0","0","0","0","0","0","1","0","0"
"white",1467.5,"ClassC","0","0","0","0","0","0","0","1","0","0"
"black",1593,"ClassC","0","0","3","0","0","0","0","2","0","0"
"white",1472,"ClassC","1","0","3","0","0","0","0","6","1","0"
"draw",1472,"ClassC","0","0","2","0","1","0","0","3","0","1"
"black",1442.5,"ClassC","0","0","1","0","0","0","0","0","0","0"
"black",1515.5,"ClassC","0","0","3","0","1","0","0","0","0","0"
"white",1349.5,"ClassD","0","0","0","0","0","0","0","2","0","0"
"black",1380.5,"ClassD","0","0","5","0","0","0","0","5","0","0"
"white",1349.5,"ClassD","0","0","4","0","0","0","0","6","0","0"
"white",1529.5,"ClassC","0","0","0","0","0","0","0","2","0","0"
"black",1474,"ClassC","1","0","5","0","0","1","0","4","0","0"
"white",1462,"ClassC","0","0","3","0","0","0","0","3","0","1"
"white",1265,"ClassD","0","0","5","1","2","0","0","4","1","2"
"black",1497.5,"ClassC","0","0","5","0","0","0","0","3","0","0"
"white",1289,"ClassD","0","0","1","0","0","0","0","2","0","1"
"black",1465,"ClassC","0","1","5","1","0","0","0","5","1","0"
"white",1465,"ClassC","0","1","4","1","0","1","1","6","1","1"
"white",1350.5,"ClassD","0","0","5","0","0","1","0","5","0","1"
"black",1350.5,"ClassD","2","2","7","1","2","2","1","6","1","1"
"black",1561,"ClassC","0","1","2","0","0","0","0","0","0","0"
"white",1488,"ClassC","0","0","5","1","1","1","0","6","1","2"
"white",1475.5,"ClassC","0","1","3","0","0","0","1","4","0","1"
"draw",1433.5,"ClassC","0","0","0","0","0","0","0","0","0","0"
"white",1433.5,"ClassC","0","0","2","0","0","0","0","2","0","0"
"black",1528,"ClassC","0","1","2","0","0","0","0","0","0","0"
"black",1515,"ClassC","1","0","6","1","2","1","0","6","1","2"
"black",1517.5,"ClassC","0","0","5","0","1","0","0","1","0","1"
"white",1536.5,"ClassC","0","0","3","0","1","0","1","4","0","2"
"white",1550.5,"ClassC","0","0","0","0","0","0","0","1","0","0"
"black",1477,"ClassC","0","0","1","0","0","0","0","1","0","0"
"white",1477,"ClassC","0","0","1","0","0","0","0","3","0","0"
"draw",1552,"ClassC","0","0","0","0","1","0","0","0","0","1"
"white",1551.5,"ClassC","0","1","5","1","1","1","1","3","1","2"
"white",1549,"ClassC","0","0","4","0","1","0","0","2","1","1"
"black",1460.5,"ClassC","0","1","6","1","1","0","0","3","0","1"
"white",1948.5,"ClassA","1","1","5","0","0","0","0","4","0","2"
"black",1583,"ClassC","1","0","2","0","1","0","0","2","0","0"
"draw",1598.5,"ClassC","0","0","2","1","1","0","0","4","1","1"
"black",1559,"ClassC","2","2","6","1","2","2","1","5","1","2"
"white",1624,"ClassB","1","1","8","1","2","1","2","8","1","2"
"black",1571.5,"ClassC","0","1","4","0","1","1","1","6","1","1"
"black",1546,"ClassC","0","0","5","1","0","0","1","3","0","1"
"white",1562.5,"ClassC","1","1","4","1","1","0","1","6","1","2"
"black",1525,"ClassC","0","1","5","1","0","1","0","3","0","1"
"black",1535.5,"ClassC","0","1","6","1","1","0","1","4","1","1"
"white",1387,"ClassD","0","0","8","1","1","1","1","7","1","2"
"black",1392,"ClassD","1","0","6","1","1","1","0","5","0","1"
"black",1261.5,"ClassD","1","1","5","1","2","1","1","5","0","2"
"white",1186,"Novice","2","0","4","1","2","1","1","4","1","2"
"black",1300,"ClassD","0","0","3","0","0","0","0","1","0","0"
"white",1268,"ClassD","0","0","4","0","1","0","0","3","1","1"
"draw",1275.5,"ClassD","1","0","3","0","0","0","0","4","0","0"
"white",1096.5,"Novice","1","2","5","1","2","1","2","6","1","2"
"white",1257,"ClassD","0","0","0","0","0","0","1","2","0","1"
"white",1238,"ClassD","2","2","5","1","2","1","2","7","1","2"
"black",1190.5,"Novice","2","0","2","0","1","0","0","3","0","0"
"white",1352,"ClassD","2","0","5","1","2","1","2","6","1","1"
"black",1270,"ClassD","0","0","4","0","2","0","0","2","0","1"
"black",1170,"Novice","0","0","3","0","2","0","0","2","0","1"
"white",1371,"ClassD","0","1","4","0","1","0","0","7","1","1"
"black",1491,"ClassC","0","1","3","1","1","0","0","5","1","1"
"white",1388,"ClassD","1","0","4","1","2","2","0","7","1","1"
"white",1312,"ClassD","1","0","3","0","0","0","0","4","0","2"
"white",1371.5,"ClassD","0","1","6","1","2","1","1","7","1","2"
"white",1382,"ClassD","2","1","5","0","2","1","2","7","1","2"
"black",1382,"ClassD","1","1","6","0","2","2","0","4","0","0"
"black",1382,"ClassD","2","1","8","1","2","2","2","8","0","2"
"white",1385.5,"ClassD","1","0","5","1","1","1","2","5","1","0"
"black",1384.5,"ClassD","2","0","3","0","1","0","1","6","1","1"
"white",1380,"ClassD","0","1","7","1","0","0","0","5","1","2"
"black",1395.5,"ClassD","0","0","1","0","1","0","0","0","0","0"
"white",1394,"ClassD","0","0","5","0","1","0","1","6","1","0"
"white",1372,"ClassD","0","1","3","0","0","1","1","4","0","1"
"white",1447.5,"ClassC","1","1","5","0","1","0","1","6","1","2"
"black",1431.5,"ClassC","0","1","3","0","1","1","0","6","1","1"
"black",1459.5,"ClassC","2","0","7","1","1","0","2","5","0","1"
"black",1414.5,"ClassC","0","0","6","1","2","1","0","6","0","1"
"black",1431.5,"ClassC","0","1","3","0","2","0","0","4","0","1"
"white",1579,"ClassC","0","0","3","1","2","1","1","6","1","2"
"white",1303,"ClassD","0","1","2","0","1","1","0","1","1","1"
"white",1411,"ClassC","0","0","1","0","0","1","0","3","0","1"
"black",1444.5,"ClassC","0","0","2","1","1","0","0","3","0","1"
"black",1410.5,"ClassC","1","1","5","1","1","1","1","6","0","2"
"black",1441,"ClassC","0","0","6","1","1","0","1","4","1","0"
"white",1451.5,"ClassC","1","1","5","0","1","2","1","5","0","2"
"white",1452,"ClassC","0","0","1","0","0","1","1","2","1","0"
"black",1504.5,"ClassC","1","2","5","1","1","1","0","7","0","2"
"black",1523.5,"ClassC","1","1","5","1","2","2","1","5","1","2"
"black",1270.5,"ClassD","0","0","6","0","2","0","0","2","0","0"
"white",1270.5,"ClassD","1","2","3","0","1","1","0","4","1","1"
"black",1469.5,"ClassC","0","1","6","1","1","1","1","3","0","0"
"white",1236.5,"ClassD","2","0","6","1","1","1","2","5","1","2"
"white",1539.5,"ClassC","1","0","6","0","1","0","1","6","0","2"
"black",1375.5,"ClassD","1","1","7","1","2","2","0","4","1","1"
"white",1533,"ClassC","0","1","4","1","2","0","2","5","1","1"
"draw",1270,"ClassD","1","0","5","0","2","1","0","5","0","0"
"white",1443,"ClassC","0","2","5","1","2","2","2","4","1","2"
"white",1695.5,"ClassB","0","1","6","1","2","1","0","6","1","2"
"white",1123.5,"Novice","1","1","6","1","0","1","0","5","1","2"
"white",1069.5,"Novice","0","1","3","0","0","0","1","4","1","2"
"black",978,"Novice","2","2","7","1","2","2","1","7","1","2"
"black",1012,"Novice","1","0","4","0","1","0","0","1","0","0"
"white",985.5,"Novice","1","0","1","0","0","0","0","2","0","1"
"white",1008.5,"Novice","1","0","4","0","1","1","1","5","0","2"
"white",1195.5,"Novice","0","1","4","0","0","0","2","5","0","1"
"black",1144,"Novice","1","2","7","1","2","1","2","7","0","2"
"draw",989.5,"Novice","2","1","8","1","2","2","2","6","1","2"
"white",1019,"Novice","0","1","5","0","1","1","1","5","1","1"
"white",1011,"Novice","1","2","8","1","2","2","2","7","1","2"
"white",940,"Novice","0","0","3","0","0","1","2","3","0","1"
"white",1067.5,"Novice","1","0","2","0","1","2","0","5","0","0"
"black",999.5,"Novice","2","0","6","1","0","1","1","6","1","1"
"white",981,"Novice","1","0","5","0","2","1","1","5","0","1"
"white",1292.5,"ClassD","1","1","8","0","2","1","2","7","1","2"
"black",1185,"Novice","2","2","7","1","2","2","2","7","0","2"
"black",1269.5,"ClassD","2","1","6","1","2","0","1","7","1","2"
"white",1239,"ClassD","0","0","3","0","2","1","0","5","0","2"
"black",1334.5,"ClassD","0","1","5","0","1","0","1","3","0","1"
"black",1230,"ClassD","0","0","3","0","1","0","0","3","0","0"
"white",1766,"ClassB","0","0","0","0","0","0","0","2","0","0"
"white",1766.5,"ClassB","0","1","5","0","1","1","0","6","1","0"
"black",1167.5,"Novice","1","0","6","0","2","1","0","5","0","1"
"black",1181.5,"Novice","1","1","3","1","1","1","1","6","0","1"
"white",1113.5,"Novice","0","2","5","0","1","0","2","7","1","2"
"black",1191,"Novice","2","1","5","0","2","0","1","6","0","2"
"white",1278.5,"ClassD","2","2","6","0","2","2","1","7","1","2"
"black",1092.5,"Novice","1","1","5","0","1","1","0","2","0","0"
"white",1105.5,"Novice","0","0","5","0","1","0","1","4","0","2"
"white",1079.5,"Novice","1","1","4","1","2","0","2","5","1","2"
"black",1315.5,"ClassD","0","2","4","1","1","2","0","5","1","1"
"black",1359.5,"ClassD","1","1","5","1","2","1","1","6","1","2"
"white",1452,"ClassC","1","0","6","0","2","2","1","4","0","2"
"white",1490.5,"ClassC","2","0","6","1","2","1","1","5","1","2"
"white",1437.5,"ClassC","0","0","1","0","0","0","0","2","0","1"
"white",1343.5,"ClassD","2","2","6","1","2","2","2","7","1","2"
"white",1417,"ClassC","0","0","2","0","2","0","1","7","0","1"
"white",1332.5,"ClassD","1","0","5","1","2","1","0","8","1","2"
"white",1342,"ClassD","1","0","6","1","0","1","0","5","1","1"
"white",1380,"ClassD","0","0","1","0","0","0","1","5","0","2"
"white",1387,"ClassD","0","0","4","0","0","1","0","6","0","0"
"black",1287,"ClassD","1","0","3","1","1","1","0","4","0","1"
"black",1349,"ClassD","1","0","6","1","2","1","0","5","0","1"
"white",1335.5,"ClassD","1","0","3","0","0","2","0","3","1","0"
"white",1346.5,"ClassD","0","0","2","0","0","0","1","3","0","0"
"black",1304,"ClassD","0","0","2","0","1","0","0","2","0","0"
"white",1340,"ClassD","0","1","5","0","2","1","0","6","1","1"
"white",1353.5,"ClassD","1","1","5","1","2","1","1","6","1","2"
"black",1418.5,"ClassC","1","0","4","1","1","0","0","5","1","0"
"white",1364.5,"ClassD","0","0","4","0","1","0","0","2","0","1"
"black",1455.5,"ClassC","0","1","4","0","1","0","0","4","0","1"
"black",1421,"ClassC","1","1","5","1","1","0","0","5","1","1"
"white",1385,"ClassD","1","1","5","0","2","1","0","5","1","2"
"white",1396.5,"ClassD","0","1","4","1","1","0","1","5","1","1"
"white",1291.5,"ClassD","1","1","5","0","1","0","2","5","0","2"
"black",1444.5,"ClassC","1","1","7","0","2","0","2","5","0","2"
"white",1215.5,"ClassD","2","2","7","0","2","2","2","8","1","2"
"black",1615.5,"ClassB","2","0","6","1","2","0","0","7","1","2"
"black",1450.5,"ClassC","1","0","4","1","1","0","0","4","0","2"
"white",1377.5,"ClassD","0","0","5","1","1","0","0","5","1","0"
"white",1356.5,"ClassD","0","1","4","1","1","0","0","4","1","2"
"black",1331,"ClassD","0","0","4","1","1","0","0","3","0","0"
"black",1294.5,"ClassD","2","0","7","1","2","1","0","6","1","2"
"black",1431.5,"ClassC","0","0","5","1","2","0","0","5","1","1"
"white",1304.5,"ClassD","0","0","2","0","0","0","0","3","0","0"
"black",1289,"ClassD","2","1","6","1","2","0","2","5","1","2"
"white",1342.5,"ClassD","2","1","5","1","2","2","2","7","1","1"
"white",1287.5,"ClassD","0","0","6","1","1","1","0","2","1","1"
"white",1293,"ClassD","0","0","4","0","1","1","0","5","1","0"
"white",1311,"ClassD","1","1","7","1","1","2","0","7","1","2"
"white",1288,"ClassD","0","0","6","0","1","1","0","6","0","1"
"black",1305,"ClassD","0","0","4","0","1","0","0","1","0","1"
"black",1306.5,"ClassD","0","0","5","1","1","0","0","5","0","1"
"black",1316,"ClassD","2","0","5","1","2","0","1","3","1","2"
"white",1273,"ClassD","0","0","1","0","1","0","1","3","0","1"
"white",1286,"ClassD","0","1","2","0","1","1","0","1","0","1"
"white",1407,"ClassC","0","1","4","0","1","0","1","3","0","2"
"white",1422,"ClassC","0","0","0","0","1","0","0","0","0","1"
"white",1336.5,"ClassD","0","0","1","0","2","1","0","6","0","2"
"draw",1372,"ClassD","0","0","0","0","0","0","1","0","0","0"
"white",1309,"ClassD","1","0","4","0","2","1","0","6","1","1"
"black",1341,"ClassD","0","1","3","0","0","0","0","0","0","0"
"white",1392.5,"ClassD","0","0","3","0","1","0","0","4","0","1"
"black",1351.5,"ClassD","0","0","3","1","2","0","0","3","1","0"
"white",1274.5,"ClassD","1","1","5","1","2","2","0","6","1","2"
"black",1333,"ClassD","1","0","8","1","2","1","0","5","0","1"
"black",1400,"ClassC","0","0","5","0","1","0","0","3","0","1"
"white",1306.5,"ClassD","2","0","7","1","2","1","2","7","1","2"
"white",1300.5,"ClassD","0","0","1","0","0","0","0","1","0","1"
"white",1322,"ClassD","0","0","2","0","0","0","0","2","0","0"
"white",1462,"ClassC","0","1","5","1","1","1","0","6","1","2"
"white",1328.5,"ClassD","0","0","4","0","0","0","0","5","0","1"
"white",1339,"ClassD","2","1","6","1","2","2","1","7","1","2"
"black",1396,"ClassD","0","0","2","0","0","0","0","1","0","0"
"white",1279,"ClassD","0","0","5","1","2","1","0","5","1","2"
"black",1308.5,"ClassD","1","1","8","1","2","1","1","7","1","1"
"white",1592,"ClassC","2","2","6","0","2","2","2","7","0","2"
"white",1315,"ClassD","0","1","5","1","1","0","0","6","1","2"
"white",1349.5,"ClassD","1","0","8","0","2","1","1","8","0","2"
"white",1423,"ClassC","0","1","1","0","0","0","0","6","0","1"
"black",1512.5,"ClassC","0","0","4","0","2","0","1","4","0","1"
"black",1358.5,"ClassD","0","0","4","0","1","0","0","3","0","0"
"white",1473.5,"ClassC","1","1","5","1","2","2","1","6","1","2"
"white",1407.5,"ClassC","1","1","5","1","2","1","0","7","1","2"
"white",1363.5,"ClassD","0","0","1","0","0","0","0","3","0","2"
"white",1355,"ClassD","0","1","6","1","2","2","0","5","1","2"
"black",1055.5,"Novice","0","1","6","1","1","2","1","2","0","1"
"white",1226,"ClassD","0","1","4","1","2","1","1","7","1","2"
"white",1180,"Novice","1","0","4","1","2","0","1","7","1","2"
"white",1180,"Novice","2","2","6","1","1","1","2","6","1","2"
"white",1080.5,"Novice","0","0","0","0","0","0","1","5","0","0"
"black",1127.5,"Novice","1","2","7","1","2","1","1","6","0","2"
"black",1108.5,"Novice","1","1","7","1","2","1","0","7","1","2"
"white",1108.5,"Novice","2","0","6","1","2","2","2","6","1","2"
"white",1333.5,"ClassD","1","2","5","0","0","1","1","7","1","2"
"white",1202,"ClassD","0","1","1","0","0","1","1","5","1","0"
"black",1485.5,"ClassC","1","0","3","1","0","1","0","3","1","0"
"white",1466.5,"ClassC","2","1","7","1","2","2","2","6","1","2"
"black",1510.5,"ClassC","0","2","6","0","0","1","0","5","0","1"
"white",1511,"ClassC","1","2","5","1","2","1","2","6","1","2"
"black",1486.5,"ClassC","2","2","7","1","2","2","1","8","1","2"
"black",1492.5,"ClassC","1","0","5","1","0","1","1","3","0","1"
"draw",1472.5,"ClassC","1","2","7","0","2","2","1","6","0","2"
"white",1463.5,"ClassC","1","0","3","1","1","1","0","5","1","2"
"white",1491,"ClassC","0","0","4","0","2","0","0","6","0","2"
"white",1505,"ClassC","2","2","7","1","2","2","2","8","1","2"
"black",1482,"ClassC","1","0","7","1","1","2","1","5","1","2"
"black",1474,"ClassC","1","0","7","1","0","0","0","4","0","1"
"black",1467,"ClassC","2","2","8","1","2","2","1","8","1","2"
"black",1467.5,"ClassC","0","0","6","1","2","1","1","5","1","1"
"white",1484.5,"ClassC","1","0","5","1","1","0","0","6","1","2"
"white",1491,"ClassC","2","2","6","1","2","2","2","6","1","1"
"white",1462.5,"ClassC","0","0","2","0","2","1","0","6","0","1"
"black",1468,"ClassC","0","0","1","0","0","0","0","2","0","0"
"white",1469,"ClassC","1","0","5","1","2","0","2","4","1","2"
"black",1497,"ClassC","0","1","6","1","2","0","0","6","1","1"
"black",1445,"ClassC","1","1","6","1","2","2","1","4","1","2"
"draw",1445,"ClassC","1","0","6","1","2","1","0","6","1","1"
"white",1479.5,"ClassC","0","0","5","1","2","1","0","5","1","1"
"white",1440.5,"ClassC","1","1","4","1","1","1","1","5","1","2"
"white",1445.5,"ClassC","0","0","3","1","0","0","0","2","1","2"
"black",1454,"ClassC","1","1","6","0","2","1","2","4","0","1"
"black",1491.5,"ClassC","2","2","6","1","2","2","1","4","1","2"
"black",1485.5,"ClassC","0","0","5","1","1","0","0","2","0","2"
"black",1460,"ClassC","0","0","6","0","1","0","0","6","0","0"
"white",1461.5,"ClassC","1","1","6","0","2","1","1","5","1","2"
"white",1458.5,"ClassC","2","2","8","1","2","2","2","6","1","2"
"white",1502.5,"ClassC","1","0","4","1","2","0","1","5","1","2"
"black",1503.5,"ClassC","2","1","3","1","2","1","1","4","1","1"
"white",1505,"ClassC","1","0","4","0","1","0","1","6","1","0"
"white",1501,"ClassC","0","2","5","0","0","1","0","4","0","1"
"white",1510,"ClassC","0","0","6","0","1","0","1","6","0","1"
"white",1497,"ClassC","0","0","4","0","1","0","0","4","0","1"
"white",1476,"ClassC","1","1","5","1","2","1","1","6","1","2"
"black",1495.5,"ClassC","1","1","5","0","2","1","0","5","0","2"
