"rating_category","turns","white_pawn_num_moves","white_knight_num_moves","white_bishop_num_moves","white_rook_num_moves","white_queen_num_moves","white_king_num_moves","black_pawn_num_moves","black_knight_num_moves","black_bishop_num_moves","black_rook_num_moves","black_queen_num_moves","black_king_num_moves","pawn_num_moves","knight_num_moves","bishop_num_moves","rook_num_moves","queen_num_moves","king_num_moves"
"ClassA",71.9235668789809,0.133855827134254,0.0881154799858307,0.0779091392136026,0.0777984413744244,0.0591347856889833,0.0550389656393907,0.135184201204392,0.0918792065178888,0.0731491321289408,0.075451647183847,0.0587141339001063,0.0505889125044279,0.269040028338647,0.179994686503719,0.151058271342543,0.153250088558271,0.11784891958909,0.105627878143819
"ClassB",67.4590163934426,0.138403705953827,0.0890795868772783,0.080839914945322,0.0745443499392467,0.0582396719319563,0.050410085054678,0.138623936816525,0.0862773390036452,0.0769592952612394,0.071415552855407,0.0575713851761847,0.053857837181045,0.277027642770352,0.175356925880923,0.157799210206561,0.145959902794654,0.115811057108141,0.104267922235723
"ClassC",66.0110710607621,0.139476650532203,0.0872743157804413,0.0794892096713172,0.072784501554291,0.0606934048918237,0.0518240004368396,0.137850203013413,0.0869154832343293,0.076177809327306,0.0692702828146513,0.0592541743536139,0.0551158990120404,0.277326853545617,0.174189799014771,0.155667018998623,0.142054784368942,0.119947579245438,0.10693989944888
"ClassD",62.5481756996103,0.137424358694821,0.0884843988480718,0.0798732539140924,0.0698689214406465,0.0629539540191478,0.0534734827139973,0.139754832973238,0.0852223011946866,0.0750990380776277,0.0670995364536581,0.060467737231238,0.0573189068574843,0.277179191668059,0.173706700042758,0.15497229199172,0.136968457894305,0.123421691250386,0.110792389571482
"Novice",55.9518352175933,0.137541138338302,0.0915187900830655,0.0790741832534786,0.0653065065696784,0.0686390925622992,0.0514862392431376,0.139356899477138,0.0876270825202543,0.0751271171193614,0.0628458180751271,0.0640332594296406,0.0562581480897141,0.27689803781544,0.17914587260332,0.15420130037284,0.128152324644806,0.13267235199194,0.107744387332852
"Rookie",54.5510777881912,0.138473696869739,0.0962443734322922,0.0771226334054908,0.0609559151977459,0.0679483214788853,0.0545820018554788,0.138061368243824,0.090729478060681,0.0737209222416933,0.0575713843933615,0.0659553997869635,0.0608871937600935,0.276535065113562,0.186973851492973,0.150843555647184,0.118527299591107,0.133903721265849,0.115469195615572
